Rank;Title;Genre;Actors
799;A Walk Among the Tombstones;Crime,Drama,Mystery;Liam Neeson| Dan Stevens| David Harbour| Boyd Holbrook
800;The World's End;Action,Comedy,Sci-Fi;Simon Pegg| Nick Frost| Martin Freeman| Rosamund Pike
801;Yoga Hosers;Comedy,Fantasy,Horror;Lily-Rose Depp| Harley Quinn Smith| Johnny Depp|Adam Brody
802;Seven Psychopaths;Comedy,Crime;Colin Farrell| Woody Harrelson| Sam Rockwell|Christopher Walken
803;Beowulf;Animation,Action,Adventure;Ray Winstone| Crispin Glover| Angelina Jolie|Robin Wright
804;Jack Ryan: Shadow Recruit;Action,Drama,Thriller;Chris Pine| Kevin Costner| Keira Knightley|Kenneth Branagh
805;1408;Fantasy,Horror;John Cusack| Samuel L. Jackson| Mary McCormack| Paul Birchard
806;The Gambler;Crime,Drama,Thriller;Mark Wahlberg| Jessica Lange| John Goodman| Brie Larson
807;Prince of Persia: The Sands of Time;Action,Adventure,Fantasy;Jake Gyllenhaal| Gemma Arterton| Ben Kingsley|Alfred Molina
808;The Spectacular Now;Comedy,Drama,Romance;Miles Teller| Shailene Woodley| Kyle Chandler|Jennifer Jason Leigh
809;A United Kingdom;Biography,Drama,Romance;David Oyelowo| Rosamund Pike| Tom Felton| Jack Davenport
810;USS Indianapolis: Men of Courage;Action,Drama,History;Nicolas Cage| Tom Sizemore| Thomas Jane|Matt Lanter
811;Turbo Kid;Action,Adventure,Comedy;Munro Chambers| Laurence Leboeuf| Michael Ironside| Edwin Wright
812;Mama;Horror,Thriller;Jessica Chastain| Nikolaj Coster-Waldau| Megan Charpentier| Isabelle Nélisse
813;Orphan;Horror,Mystery,Thriller;Vera Farmiga| Peter Sarsgaard| Isabelle Fuhrman| CCH Pounder
814;To Rome with Love;Comedy,Romance;Woody Allen| Penélope Cruz| Jesse Eisenberg| Ellen Page
815;Fantastic Mr. Fox;Animation,Adventure,Comedy;George Clooney| Meryl Streep| Bill Murray| Jason Schwartzman
816;Inside Man;Crime,Drama,Mystery;Denzel Washington| Clive Owen| Jodie Foster|Christopher Plummer
817;I.T.;Crime,Drama,Mystery;Pierce Brosnan| Jason Barry| Karen Moskow| Kai Ryssdal
818;127 Hours;Adventure,Biography,Drama;James Franco| Amber Tamblyn| Kate Mara| Sean Bott
819;Annabelle;Horror,Mystery,Thriller;Ward Horton| Annabelle Wallis| Alfre Woodard|Tony Amendola
820;Wolves at the Door;Horror,Thriller;Katie Cassidy| Elizabeth Henstridge| Adam Campbell| Miles Fisher
821;Suite Française;Drama,Romance,War;Michelle Williams| Kristin Scott Thomas| Margot Robbie|Eric Godon
822;The Imaginarium of Doctor Parnassus;Adventure,Fantasy,Mystery;Christopher Plummer| Lily Cole| Heath Ledger|Andrew Garfield
823;G.I. Joe: The Rise of Cobra;Action,Adventure,Sci-Fi;Dennis Quaid| Channing Tatum| Marlon Wayans|Adewale Akinnuoye-Agbaje
824;Christine;Biography,Drama;Rebecca Hall| Michael C. Hall| Tracy Letts| Maria Dizzia
825;Man Down;Drama,Thriller;Shia LaBeouf| Jai Courtney| Gary Oldman| Kate Mara
826;Crawlspace;Horror,Thriller;Michael Vartan| Erin Moriarty| Nadine Velazquez|Ronnie Gene Blevins
827;Shut In;Drama,Horror,Thriller;Naomi Watts| Charlie Heaton| Jacob Tremblay|Oliver Platt
828;The Warriors Gate;Action,Adventure,Fantasy;Mark Chao| Ni Ni| Dave Bautista| Sienna Guillory
829;Grindhouse;Action,Horror,Thriller;Kurt Russell| Rose McGowan| Danny Trejo| Zoë Bell
830;Disaster Movie;Comedy;Carmen Electra| Vanessa Lachey|Nicole Parker| Matt Lanter
832;Diary of a Wimpy Kid: Dog Days;Comedy,Family;Zachary Gordon| Robert Capron| Devon Bostick|Steve Zahn
833;Jane Eyre;Drama,Romance;Mia Wasikowska| Michael Fassbender| Jamie Bell| Su Elliot
834;Fool's Gold;Action,Adventure,Comedy;Matthew McConaughey| Kate Hudson| Donald Sutherland| Alexis Dziena
835;The Dictator;Comedy;Sacha Baron Cohen| Anna Faris| John C. Reilly| Ben Kingsley
836;The Loft;Mystery,Romance,Thriller;Karl Urban| James Marsden| Wentworth Miller| Eric Stonestreet
837;Bacalaureat;Crime,Drama;Adrian Titieni| Maria-Victoria Dragus| Lia Bugnar|Malina Manovici
838;You Don't Mess with the Zohan;Action,Comedy;Adam Sandler| John Turturro| Emmanuelle Chriqui|Nick Swardson
839;Exposed;Crime,Drama,Mystery;Ana de Armas| Keanu Reeves| Christopher McDonald| Mira Sorvino
840;Maudie;Biography,Drama,Romance;Ethan Hawke| Sally Hawkins| Kari Matchett| Zachary Bennett
841;Horrible Bosses 2;Comedy,Crime;Jason Bateman| Jason Sudeikis| Charlie Day| Jennifer Aniston
842;A Bigger Splash;Drama,Thriller;Tilda Swinton| Matthias Schoenaerts| Ralph Fiennes| Dakota Johnson
843;Melancholia;Drama;Kirsten Dunst| Charlotte Gainsbourg| Kiefer Sutherland| Alexander Skarsgård
844;The Princess and the Frog;Animation,Adventure,Comedy;Anika Noni Rose| Keith David| Oprah Winfrey| Bruno Campos
845;Unstoppable;Action,Thriller;Denzel Washington| Chris Pine| Rosario Dawson| Ethan Suplee
846;Flight;Drama,Thriller;Denzel Washington| Nadine Velazquez| Don Cheadle| John Goodman
847;Home;Animation,Adventure,Comedy;Jim Parsons| Rihanna| Steve Martin| Jennifer Lopez
848;La migliore offerta;Crime,Drama,Mystery;Geoffrey Rush| Jim Sturgess| Sylvia Hoeks|Donald Sutherland
849;Mean Dreams;Thriller;Sophie Nélisse| Josh Wiggins| Joe Cobden| Bill Paxton
850;42;Biography,Drama,Sport;Chadwick Boseman| T.R. Knight| Harrison Ford|Nicole Beharie
851;21;Crime,Drama,Thriller;Jim Sturgess| Kate Bosworth| Kevin Spacey| Aaron Yoo
852;Begin Again;Drama,Music;Keira Knightley| Mark Ruffalo| Adam Levine| Hailee Steinfeld
853;Out of the Furnace;Crime,Drama,Thriller;Christian Bale| Casey Affleck| Zoe Saldana| Woody Harrelson
854;Vicky Cristina Barcelona;Drama,Romance;Rebecca Hall| Scarlett Johansson| Javier Bardem|Christopher Evan Welch
855;Kung Fu Panda;Animation,Action,Adventure;Jack Black| Ian McShane|Angelina Jolie| Dustin Hoffman
856;Barbershop: The Next Cut;Comedy,Drama;Ice Cube| Regina Hall| Anthony Anderson| Eve
857;Terminator Salvation;Action,Adventure,Drama;Christian Bale| Sam Worthington| Anton Yelchin| Moon Bloodgood
858;Freedom Writers;Biography,Crime,Drama;Hilary Swank| Imelda Staunton| Patrick Dempsey| Scott Glenn
859;The Hills Have Eyes;Horror;Ted Levine| Kathleen Quinlan| Dan Byrd| Emilie de Ravin
860;Changeling;Biography,Drama,Mystery;Angelina Jolie| Colm Feore| Amy Ryan| Gattlin Griffith
861;Remember Me;Drama,Romance;Robert Pattinson| Emilie de Ravin| Caitlyn Rund|Moisés Acevedo
862;Koe no katachi;Animation,Drama,Romance;Miyu Irino| Saori Hayami| Aoi Yuki| Kenshô Ono
863;Alexander and the Terrible, Horrible, No Good, Very Bad Day;Comedy,Family;Steve Carell| Jennifer Garner| Ed Oxenbould| Dylan Minnette
864;Locke;Drama;Tom Hardy| Olivia Colman| Ruth Wilson| Andrew Scott
865;The 9th Life of Louis Drax;Mystery,Thriller;Jamie Dornan| Aiden Longworth| Sarah Gadon|Aaron Paul
866;Horns;Drama,Fantasy,Horror;Daniel Radcliffe| Juno Temple| Max Minghella| Joe Anderson
867;Indignation;Drama,Romance;Logan Lerman| Sarah Gadon| Tijuana Ricks| Sue Dahlman
868;The Stanford Prison Experiment;Biography,Drama,History;Ezra Miller| Tye Sheridan| Billy Crudup| Olivia Thirlby
869;Diary of a Wimpy Kid: Rodrick Rules;Comedy,Family;Zachary Gordon| Devon Bostick| Robert Capron|Rachael Harris
870;Mission: Impossible III;Action,Adventure,Thriller;Tom Cruise| Michelle Monaghan| Ving Rhames| Philip Seymour Hoffman
871;En man som heter Ove;Comedy,Drama;Rolf Lassgård| Bahar Pars| Filip Berg| Ida Engvoll
872;Dragonball Evolution;Action,Adventure,Fantasy;Justin Chatwin| James Marsters| Yun-Fat Chow| Emmy Rossum
873;Red Dawn;Action,Thriller;Chris Hemsworth| Isabel Lucas| Josh Hutcherson| Josh Peck
874;One Day;Drama,Romance;Anne Hathaway| Jim Sturgess| Patricia Clarkson|Tom Mison
875;Life as We Know It;Comedy,Drama,Romance;Katherine Heigl| Josh Duhamel| Josh Lucas| Alexis Clagett
876;28 Weeks Later;Drama,Horror,Sci-Fi;Jeremy Renner| Rose Byrne| Robert Carlyle| Harold Perrineau
877;Warm Bodies;Comedy,Horror,Romance;Nicholas Hoult| Teresa Palmer| John Malkovich|Analeigh Tipton
878;Blue Jasmine;Drama;Cate Blanchett| Alec Baldwin| Peter Sarsgaard| Sally Hawkins
880;Wrath of the Titans;Action,Adventure,Fantasy;Sam Worthington| Liam Neeson| Rosamund Pike| Ralph Fiennes
881;Shin Gojira;Action,Adventure,Drama;Hiroki Hasegawa| Yutaka Takenouchi|Satomi Ishihara| Ren Ôsugi
882;Saving Mr. Banks;Biography,Comedy,Drama;Emma Thompson| Tom Hanks| Annie Rose Buckley| Colin Farrell
883;Transcendence;Drama,Mystery,Romance;Johnny Depp| Rebecca Hall| Morgan Freeman| Cillian Murphy
884;Rio;Animation,Adventure,Comedy;Jesse Eisenberg| Anne Hathaway| George Lopez|Karen Disher
885;Equals;Drama,Romance,Sci-Fi;Nicholas Hoult| Kristen Stewart| Vernetta Lopez|Scott Lawrence
886;Babel;Drama;Brad Pitt| Cate Blanchett| Gael García Bernal| Mohamed Akhzam
887;The Tree of Life;Drama,Fantasy;Brad Pitt| Sean Penn| Jessica Chastain| Hunter McCracken
888;The Lucky One;Drama,Romance;Zac Efron| Taylor Schilling| Blythe Danner| Riley Thomas Stewart
889;Piranha 3D;Comedy,Horror,Thriller;Elisabeth Shue| Jerry O'Connell| Richard Dreyfuss|Ving Rhames
890;50/50;Comedy,Drama,Romance;Joseph Gordon-Levitt| Seth Rogen| Anna Kendrick| Bryce Dallas Howard
891;The Intent;Crime,Drama;Dylan Duffus| Scorcher|Shone Romulus| Jade Asha
892;This Is 40;Comedy,Romance;Paul Rudd| Leslie Mann| Maude Apatow| Iris Apatow
893;Real Steel;Action,Drama,Family;Hugh Jackman| Evangeline Lilly| Dakota Goyo|Anthony Mackie
894;Sex and the City;Comedy,Drama,Romance;Sarah Jessica Parker| Kim Cattrall| Cynthia Nixon| Kristin Davis
895;Rambo;Action,Thriller,War;Sylvester Stallone| Julie Benz| Matthew Marsden| Graham McTavish
896;Planet Terror;Action,Comedy,Horror;Rose McGowan| Freddy Rodríguez| Josh Brolin|Marley Shelton
897;Concussion;Biography,Drama,Sport;Will Smith| Alec Baldwin| Albert Brooks| David Morse
898;The Fall;Adventure,Comedy,Drama;Lee Pace| Catinca Untaru| Justine Waddell| Kim Uylenbroek
899;The Ugly Truth;Comedy,Romance;Katherine Heigl| Gerard Butler| Bree Turner| Eric Winter
900;Bride Wars;Comedy,Romance;Kate Hudson| Anne Hathaway| Candice Bergen| Bryan Greenberg
901;Sleeping with Other People;Comedy,Drama,Romance;Jason Sudeikis| Alison Brie| Jordan Carlos|Margarita Levieva
902;Snakes on a Plane;Action,Adventure,Crime;Samuel L. Jackson| Julianna Margulies| Nathan Phillips| Rachel Blanchard
903;What If;Comedy,Romance;Daniel Radcliffe| Zoe Kazan| Megan Park| Adam Driver
904;How to Train Your Dragon 2;Animation,Action,Adventure;Jay Baruchel| Cate Blanchett| Gerard Butler| Craig Ferguson
905;RoboCop;Action,Crime,Sci-Fi;Joel Kinnaman| Gary Oldman| Michael Keaton| Abbie Cornish
906;In Dubious Battle;Drama;Nat Wolff| James Franco| Vincent D'Onofrio| Selena Gomez
907;Hello, My Name Is Doris;Comedy,Drama,Romance;Sally Field| Max Greenfield| Tyne Daly| Wendi McLendon-Covey
908;Ocean's Thirteen;Crime,Thriller;George Clooney| Brad Pitt| Matt Damon|Michael Mantell
909;Slither;Comedy,Horror,Sci-Fi;Nathan Fillion| Elizabeth Banks| Michael Rooker| Don Thompson
910;Contagion;Drama,Thriller;Matt Damon| Kate Winslet| Jude Law| Gwyneth Paltrow
911;Il racconto dei racconti - Tale of Tales;Drama,Fantasy,Horror;Salma Hayek| Vincent Cassel| Toby Jones| John C. Reilly
912;I Am the Pretty Thing That Lives in the House;Thriller;Ruth Wilson| Paula Prentiss| Lucy Boynton| Bob Balaban
913;Bridge to Terabithia;Adventure,Drama,Family;Josh Hutcherson| AnnaSophia Robb| Zooey Deschanel| Robert Patrick
914;Coherence;Mystery,Sci-Fi,Thriller;Emily Baldoni| Maury Sterling| Nicholas Brendon| Elizabeth Gracen
915;Notorious;Biography,Crime,Drama;Jamal Woolard| Anthony Mackie| Derek Luke|Momo Dione
916;Goksung;Drama,Fantasy,Horror;Jun Kunimura| Jung-min Hwang| Do-won Kwak| Woo-hee Chun
917;The Expendables 2;Action,Adventure,Thriller;Sylvester Stallone| Liam Hemsworth| Randy Couture|Jean-Claude Van Damme
918;The Girl Next Door;Crime,Drama,Horror;William Atherton| Blythe Auffarth| Blanche Baker|Kevin Chamberlin
919;Perfume: The Story of a Murderer;Crime,Drama,Fantasy;Ben Whishaw| Dustin Hoffman| Alan Rickman|Francesc Albiol
920;The Golden Compass;Adventure,Family,Fantasy;Nicole Kidman| Daniel Craig| Dakota Blue Richards| Ben Walker
921;Centurion;Action,Adventure,Drama;Michael Fassbender| Dominic West| Olga Kurylenko|Andreas Wisniewski
922;Scouts Guide to the Zombie Apocalypse;Action,Comedy,Horror;Tye Sheridan| Logan Miller| Joey Morgan|Sarah Dumont
923;17 Again;Comedy,Drama,Family;Zac Efron| Matthew Perry| Leslie Mann| Thomas Lennon
924;No Escape;Action,Thriller;Lake Bell| Pierce Brosnan| Owen Wilson|Chatchawai Kamonsakpitak
925;Superman Returns;Action,Adventure,Sci-Fi;Brandon Routh| Kevin Spacey| Kate Bosworth| James Marsden
926;The Twilight Saga: Breaking Dawn - Part 1;Adventure,Drama,Fantasy;Kristen Stewart| Robert Pattinson| Taylor Lautner| Gil Birmingham
927;Precious;Drama;Gabourey Sidibe| Mo'Nique| Paula Patton| Mariah Carey
928;The Sea of Trees;Drama;Matthew McConaughey| Naomi Watts| Ken Watanabe|Ryoko Seta
929;Good Kids;Comedy;Zoey Deutch| Nicholas Braun| Mateo Arias| Israel Broussard
930;The Master;Drama;Philip Seymour Hoffman| Joaquin Phoenix|Amy Adams| Jesse Plemons
931;Footloose;Comedy,Drama,Music;Kenny Wormald| Julianne Hough| Dennis Quaid|Andie MacDowell
932;If I Stay;Drama,Fantasy,Music;Chloë Grace Moretz| Mireille Enos| Jamie Blackley|Joshua Leonard
933;The Ticket;Drama;Dan Stevens| Malin Akerman| Oliver Platt| Kerry Bishé
934;Detour;Thriller;Tye Sheridan| Emory Cohen| Bel Powley|Stephen Moyer
935;The Love Witch;Comedy,Horror;Samantha Robinson| Jeffrey Vincent Parise| Laura Waddell| Gian Keys
936;Talladega Nights: The Ballad of Ricky Bobby;Action,Comedy,Sport;Will Ferrell| John C. Reilly| Sacha Baron Cohen| Gary Cole
937;The Human Centipede (First Sequence);Horror;Dieter Laser| Ashley C. Williams| Ashlynn Yennie| Akihiro Kitamura
938;Super;Comedy,Drama;Rainn Wilson| Ellen Page| Liv Tyler| Kevin Bacon
939;The Siege of Jadotville;Action,Drama,Thriller;Jamie Dornan| Mark Strong| Jason O'Mara| Michael McElhatton
940;Up in the Air;Drama,Romance;George Clooney| Vera Farmiga| Anna Kendrick|Jason Bateman
941;The Midnight Meat Train;Horror,Mystery;Vinnie Jones| Bradley Cooper| Leslie Bibb| Brooke Shields
942;The Twilight Saga: Eclipse;Adventure,Drama,Fantasy;Kristen Stewart| Robert Pattinson| Taylor Lautner|Xavier Samuel
943;Transpecos;Thriller;Johnny Simmons| Gabriel Luna| Clifton Collins Jr.|David Acord
944;What's Your Number?;Comedy,Romance;Anna Faris| Chris Evans| Ari Graynor| Blythe Danner
945;Riddick;Action,Sci-Fi,Thriller;Vin Diesel| Karl Urban| Katee Sackhoff| Jordi Mollà
946;Triangle;Fantasy,Mystery,Thriller;Melissa George| Joshua McIvor| Jack Taylor|Michael Dorman
947;The Butler;Biography,Drama;Forest Whitaker| Oprah Winfrey| John Cusack| Jane Fonda
948;King Cobra;Crime,Drama;Garrett Clayton| Christian Slater| Molly Ringwald|James Kelley
949;After Earth;Action,Adventure,Sci-Fi;Jaden Smith| David Denman| Will Smith|Sophie Okonedo
950;Kicks;Adventure;Jahking Guillory| Christopher Jordan Wallace|Christopher Meyer| Kofi Siriboe
951;Me and Earl and the Dying Girl;Comedy,Drama;Thomas Mann| RJ Cyler| Olivia Cooke| Nick Offerman
952;The Descendants;Comedy,Drama;George Clooney| Shailene Woodley| Amara Miller| Nick Krause
953;Sex and the City 2;Comedy,Drama,Romance;Sarah Jessica Parker| Kim Cattrall| Kristin Davis| Cynthia Nixon
954;The Kings of Summer;Adventure,Comedy,Drama;Nick Robinson| Gabriel Basso| Moises Arias|Nick Offerman
955;Death Race;Action,Sci-Fi,Thriller;Jason Statham| Joan Allen| Tyrese Gibson| Ian McShane
956;That Awkward Moment;Comedy,Romance;Zac Efron| Michael B. Jordan| Miles Teller| Imogen Poots
957;Legion;Action,Fantasy,Horror;Paul Bettany| Dennis Quaid| Charles S. Dutton| Lucas Black
958;End of Watch;Crime,Drama,Thriller;Jake Gyllenhaal| Michael Peña| Anna Kendrick| America Ferrera
959;3 Days to Kill;Action,Drama,Thriller;Kevin Costner| Hailee Steinfeld| Connie Nielsen| Amber Heard
960;Lucky Number Slevin;Crime,Drama,Mystery;Josh Hartnett| Ben Kingsley| Morgan Freeman| Lucy Liu
961;Trance;Crime,Drama,Mystery;James McAvoy| Rosario Dawson| Vincent Cassel|Danny Sapani
962;Into the Forest;Drama,Sci-Fi,Thriller;Ellen Page| Evan Rachel Wood| Max Minghella|Callum Keith Rennie
963;The Other Boleyn Girl;Biography,Drama,History;Natalie Portman| Scarlett Johansson| Eric Bana|Jim Sturgess
964;I Spit on Your Grave;Crime,Horror,Thriller;Sarah Butler| Jeff Branson| Andrew Howard|Daniel Franzese
965;Custody;Drama;Viola Davis| Hayden Panettiere| Catalina Sandino Moreno| Ellen Burstyn
966;Inland Empire;Drama,Mystery,Thriller;Laura Dern| Jeremy Irons| Justin Theroux| Karolina Gruszka
967;L'odyssée;Adventure,Biography;Lambert Wilson| Pierre Niney| Audrey Tautou|Laurent Lucas
968;The Walk;Adventure,Biography,Crime;Joseph Gordon-Levitt| Charlotte Le Bon|Guillaume Baillargeon| Émilie Leclerc
969;Wrecker;Action,Horror,Thriller;Anna Hutchison| Andrea Whitburn| Jennifer Koenig|Michael Dickson
970;The Lone Ranger;Action,Adventure,Western;Johnny Depp| Armie Hammer| William Fichtner|Tom Wilkinson
972;Disturbia;Drama,Mystery,Thriller;Shia LaBeouf| David Morse| Carrie-Anne Moss| Sarah Roemer
973;Rock of Ages;Comedy,Drama,Musical;Julianne Hough| Diego Boneta| Tom Cruise| Alec Baldwin
974;Scream 4;Horror,Mystery;Neve Campbell| Courteney Cox| David Arquette| Lucy Hale
975;Queen of Katwe;Biography,Drama,Sport;Madina Nalwanga| David Oyelowo| Lupita Nyong'o| Martin Kabanza
976;My Big Fat Greek Wedding 2;Comedy,Family,Romance;Nia Vardalos| John Corbett| Michael Constantine| Lainie Kazan
977;Dark Places;Drama,Mystery,Thriller;Charlize Theron| Nicholas Hoult| Christina Hendricks| Chloë Grace Moretz
978;Amateur Night;Comedy;Jason Biggs| Janet Montgomery|Ashley Tisdale| Bria L. Murphy
979;It's Only the End of the World;Drama;Nathalie Baye| Vincent Cassel| Marion Cotillard| Léa Seydoux
980;The Skin I Live In;Drama,Thriller;Antonio Banderas| Elena Anaya| Jan Cornet|Marisa Paredes
981;Miracles from Heaven;Biography,Drama,Family;Jennifer Garner| Kylie Rogers| Martin Henderson|Brighton Sharbino
982;Annie;Comedy,Drama,Family;Quvenzhané Wallis| Cameron Diaz| Jamie Foxx| Rose Byrne
983;Across the Universe;Drama,Fantasy,Musical;Evan Rachel Wood| Jim Sturgess| Joe Anderson| Dana Fuchs
984;Let's Be Cops;Comedy;Jake Johnson| Damon Wayans Jr.| Rob Riggle| Nina Dobrev
985;Max;Adventure,Family;Thomas Haden Church| Josh Wiggins| Luke Kleintank|Lauren Graham
986;Your Highness;Adventure,Comedy,Fantasy;Danny McBride| Natalie Portman| James Franco| Rasmus Hardiker
987;Final Destination 5;Horror,Thriller;Nicholas D'Agosto| Emma Bell| Arlen Escarpeta| Miles Fisher
988;Endless Love;Drama,Romance;Gabriella Wilde| Alex Pettyfer| Bruce Greenwood|Robert Patrick
989;Martyrs;Horror;Morjana Alaoui| Mylène Jampanoï| Catherine Bégin|Robert Toupin
990;Selma;Biography,Drama,History;David Oyelowo| Carmen Ejogo| Tim Roth| Lorraine Toussaint
991;Underworld: Rise of the Lycans;Action,Adventure,Fantasy;Rhona Mitra| Michael Sheen| Bill Nighy| Steven Mackintosh
992;Taare Zameen Par;Drama,Family,Music;Darsheel Safary| Aamir Khan| Tanay Chheda| Sachet Engineer
993;Take Me Home Tonight;Comedy,Drama,Romance;Topher Grace| Anna Faris| Dan Fogler| Teresa Palmer
994;Resident Evil: Afterlife;Action,Adventure,Horror;Milla Jovovich| Ali Larter| Wentworth Miller|Kim Coates
995;Project X;Comedy;Thomas Mann| Oliver Cooper| Jonathan Daniel Brown| Dax Flame
996;Secret in Their Eyes;Crime,Drama,Mystery;Chiwetel Ejiofor| Nicole Kidman| Julia Roberts| Dean Norris
997;Hostel: Part II;Horror;Lauren German| Heather Matarazzo| Bijou Phillips| Roger Bart
998;Step Up 2: The Streets;Drama,Music,Romance;Robert Hoffman| Briana Evigan| Cassie Ventura| Adam G. Sevani
999;Search Party;Adventure,Comedy;Adam Pally| T.J. Miller| Thomas Middleditch|Shannon Woodward
1000;Nine Lives;Comedy,Family,Fantasy;Kevin Spacey| Jennifer Garner| Robbie Amell|Cheryl Hines
